0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
Busy City - TrackTribe,4553.640164446118,3575776.058358938,0.36724788,5.6459413,-5.7131842e-06,-4.348624e-06,0.00669614,0.00020980866,129.19921875,0.52978194,0.1342353,0.49994648,0.13291351,0.51820153,0.13281317,0.47813466,0.120529816,0.508781,0.13128509,0.5165935,0.14346895,0.52273595,0.13375269,0.5165028,0.13024649,0.516318,0.13818194,0.5279724,0.13830788,0.48811692,0.13108344,0.52706456,0.12844805,0.5152557,0.13240102,0.5251381,0.128498,0.545591,0.12821124,0.48713818,0.13403805,0.5114814,0.14538969,0.4607727,0.12869947,0.4877008,0.13087438,0.47319674,0.15291032,0.5088216,0.1562464,0.50116485,0.15948993,0.48189002,0.16613397,0.5194704,0.161672,0.51052123,0.15452251,0.48526564,0.17017563,0.5275893,0.15874827,0.48347503,0.14638564,0.5222042,0.16013888,0.5092263,0.1568774,0.50749487,0.15283096,0.5083842,0.16012886,0.523468,0.16883306,0.51824665,0.17274597,0.503928,0.17053595,0.49069986,0.1671677,0.51523113,0.15569623,0.4829661,0.16816051,0.5594872,0.15775077,0.49746332,0.15197471,0.50761217,0.16435507,0.5166155,0.15566874,0.48924422,0.16242003,0.5080403,0.15596578,0.5017673,0.16786437,0.47470158,0.16650471,0.5038115,0.16919792,0.49644032,0.16319962
Busy City - TrackTribe,4249.553034435862,2526499.9240164924,0.42381328,7.6389565,-1.6995193e-06,-9.990452e-06,0.008775765,0.00030977523,129.19921875,0.50235444,0.14335133,0.505835,0.13099334,0.53572047,0.13408282,0.4941265,0.14026223,0.5402839,0.12751627,0.5114494,0.14793912,0.5500055,0.12790428,0.49284077,0.13944526,0.53255594,0.13768142,0.503126,0.13478619,0.48891014,0.14514878,0.5458934,0.13120659,0.5583652,0.13123745,0.55221015,0.13739522,0.5358669,0.1265749,0.497016,0.13128802,0.5062377,0.13152412,0.5181795,0.13821277,0.5129379,0.13827357,0.4830033,0.16002163,0.462475,0.16337755,0.4801519,0.16925642,0.5300733,0.1592566,0.50369966,0.15398216,0.47391224,0.16832685,0.5025671,0.16261153,0.4848079,0.16730388,0.5141835,0.15060595,0.5520266,0.16588588,0.49631977,0.16467068,0.44726244,0.16511747,0.5333979,0.16957459,0.5379503,0.16179898,0.49123305,0.17230678,0.5203539,0.17640547,0.5187642,0.16422549,0.5220336,0.1678083,0.51335144,0.15234284,0.52382785,0.15403613,0.55047446,0.15393087,0.4712723,0.16216424,0.53859866,0.15616915,0.4951993,0.16282552,0.50114334,0.16374755,0.4874405,0.15832217,0.5294591,0.16413322,0.55939054,0.1670409,0.49526906,0.15125322
By the Fireplace - TrackTribe,3146.089372664041,5291615.656001341,0.20240794,5.1903596,-3.1269687e-07,-1.6867163e-05,0.0064796205,4.6073037e-05,71.77734375,0.5167334,0.13119777,0.5019262,0.1426998,0.5095411,0.1357768,0.4736778,0.12574701,0.48650458,0.12044177,0.5465618,0.13364093,0.506504,0.13080104,0.52175355,0.12923972,0.5312123,0.13396853,0.47282192,0.13485207,0.5449216,0.12619017,0.4919576,0.13190325,0.48729888,0.12545745,0.5038616,0.13983266,0.52712417,0.14162244,0.48519066,0.13419239,0.5239149,0.13781634,0.52545017,0.12574197,0.5026961,0.13626817,0.50732136,0.15651038,0.5289987,0.16805834,0.4948228,0.16951656,0.4908867,0.15087526,0.51410174,0.15786955,0.48928326,0.15512118,0.46385664,0.15435977,0.50546664,0.15821712,0.53351766,0.16455153,0.4701872,0.1657667,0.5110305,0.15535346,0.49441546,0.16346356,0.49562812,0.16494277,0.50300133,0.1595545,0.4688573,0.16975506,0.4958531,0.1690348,0.50414085,0.16601539,0.46094388,0.15962635,0.4664421,0.17275545,0.4723374,0.16361403,0.51950735,0.16680546,0.50907564,0.1576467,0.5347495,0.1557822,0.4731214,0.17069618,0.51938915,0.17299323,0.49990568,0.15246245,0.49550933,0.15038039,0.49424982,0.15913759,0.5053296,0.1518858
By the Fireplace - TrackTribe,2607.2494173829214,3636899.7354617785,0.2399059,6.3894224,2.054789e-06,-1.834051e-05,0.007897547,7.396063e-05,71.77734375,0.4977765,0.13520345,0.51441216,0.1331562,0.4893942,0.13723482,0.51010925,0.13230126,0.5086431,0.13241279,0.49868575,0.13361247,0.49196246,0.13330491,0.53942937,0.13428217,0.5166643,0.136351,0.53716314,0.12685104,0.48842004,0.14224564,0.53028566,0.14513388,0.53354704,0.1382604,0.49539655,0.13433924,0.5318672,0.12867099,0.5440314,0.13474837,0.5201437,0.13800643,0.5124141,0.13676427,0.49846727,0.13754125,0.48199305,0.15910211,0.51273376,0.15991041,0.49953908,0.15708432,0.5334072,0.16578083,0.50640625,0.15303709,0.5163117,0.16568935,0.48961315,0.16069795,0.50794613,0.1521235,0.47160468,0.15352051,0.48666316,0.16897674,0.46685296,0.1606368,0.48650151,0.14786917,0.48156962,0.15884015,0.5220541,0.15893313,0.5179001,0.16018996,0.5178867,0.15939914,0.50961506,0.15894854,0.5100163,0.15792418,0.53327173,0.16161409,0.48710775,0.16869621,0.49614564,0.15078585,0.5501248,0.15232313,0.4845695,0.16051337,0.5286781,0.15515012,0.51797235,0.16362587,0.50396854,0.1648591,0.4982957,0.16421485,0.4924898,0.1511172,0.48751098,0.14977795
By the Fireplace - TrackTribe,2747.12078743924,4952878.309892582,0.25315243,8.472301,9.719242e-07,-1.6166156e-05,0.010507231,8.502719e-05,72.78829225352112,0.4833875,0.13898887,0.5345484,0.13869397,0.5123593,0.13504405,0.49447328,0.13051754,0.49722117,0.13804588,0.51782674,0.13683115,0.49470094,0.13914546,0.5333335,0.13594593,0.5141276,0.13569771,0.5268454,0.13268414,0.5448317,0.1268575,0.5373601,0.14499952,0.46603155,0.13239196,0.50373304,0.1435318,0.46604246,0.13193859,0.48234794,0.12402458,0.5311919,0.13217478,0.5599353,0.1348908,0.52990764,0.13747881,0.5135418,0.16411778,0.541134,0.16432226,0.53399163,0.16478601,0.49949247,0.15661973,0.48480043,0.1575397,0.48116508,0.15494987,0.5147017,0.15631725,0.5331014,0.15794675,0.47033682,0.16946545,0.50906086,0.1649262,0.47875762,0.1517838,0.47952422,0.16315922,0.5098686,0.17423463,0.52739066,0.15874568,0.5331254,0.16049193,0.53571486,0.1617711,0.5163511,0.15540451,0.492503,0.15209481,0.5286823,0.16190371,0.52382934,0.15248695,0.5152604,0.15610294,0.5104555,0.14720514,0.51208633,0.15560842,0.47873068,0.15537134,0.5239158,0.15615544,0.5518393,0.15221055,0.5368258,0.15433726,0.4712309,0.16028565,0.52615595,0.15537564
By the Fireplace - TrackTribe,2547.48514942814,3979767.039162819,0.24013124,6.631924,-3.4029104e-06,-1.1808007e-05,0.008195324,7.661179e-05,71.77734375,0.49413165,0.13010181,0.5165648,0.13795462,0.5447768,0.14126079,0.5120634,0.13116063,0.52960426,0.1334518,0.5072037,0.13806334,0.5216408,0.14516409,0.519961,0.13904402,0.5054582,0.13552213,0.5119179,0.14075522,0.5190585,0.14183636,0.47882092,0.14355963,0.4937646,0.13091113,0.5255625,0.13290831,0.52478725,0.12802081,0.5051261,0.12569928,0.52156115,0.13367264,0.51649547,0.13223019,0.49657986,0.13643493,0.49197012,0.16221413,0.5137301,0.16458774,0.48089543,0.15851906,0.5205107,0.1581604,0.51263857,0.17381313,0.5142032,0.15987298,0.5098829,0.15770641,0.50425416,0.16086945,0.49533105,0.16181935,0.49661797,0.15097852,0.55365986,0.15736464,0.5042901,0.16097556,0.47190958,0.15180933,0.48542088,0.1562418,0.4981204,0.16293032,0.48760206,0.15321961,0.46857047,0.15961623,0.50551414,0.14883426,0.5146982,0.16658035,0.4819706,0.16320215,0.5001365,0.15419433,0.528736,0.15508048,0.50853395,0.17050481,0.51844645,0.15380922,0.52627057,0.1636698,0.5069181,0.15552673,0.5054617,0.15959351,0.50404507,0.16291241,0.49486074,0.1602455
Campfire - Telecasted,817.7795040923926,227066.72978068815,0.85122406,35.283886,-1.1758681e-05,7.408141e-05,0.040304627,0.0010274603,107.666015625,0.48712322,0.1289144,0.49830785,0.12702711,0.52744365,0.14066213,0.4763168,0.13958527,0.49222597,0.15296774,0.48407072,0.13653764,0.52373064,0.13413814,0.51068187,0.13553174,0.48756346,0.14543767,0.47029668,0.14376003,0.46340513,0.14779721,0.42969933,0.13802621,0.48995173,0.14711462,0.45948523,0.14889772,0.47147638,0.13381986,0.47399795,0.1432952,0.45704326,0.15101157,0.46603772,0.15664555,0.5125648,0.15226275,0.49906045,0.16245228,0.43998185,0.15118456,0.4711875,0.15430808,0.51245546,0.15928426,0.51913154,0.16195166,0.4884913,0.15281588,0.4828559,0.15175045,0.5257386,0.16114713,0.51023746,0.16867523,0.5425232,0.15332636,0.4995421,0.16707824,0.5395123,0.15899773,0.5316642,0.16301735,0.503184,0.16471903,0.50651467,0.16310546,0.51944923,0.15501606,0.5163971,0.1601886,0.4775335,0.15086341,0.5068814,0.15199824,0.5220064,0.15456209,0.52515286,0.16380586,0.45426264,0.15994003,0.49162674,0.15003558,0.5175873,0.16380079,0.5353239,0.16700602,0.58047736,0.15571864,0.54634726,0.15220837,0.5340408,0.15116978,0.5477252,0.15781459
Cattle - Telecasted,1301.1757812545145,515394.0747676653,1.2714211,59.093155,-5.5291126e-05,-0.00017748732,0.05565694,0.006975024,78.30255681818181,0.48507696,0.13265246,0.41635716,0.14969367,0.4827834,0.13249022,0.5156862,0.13419619,0.4849543,0.13956253,0.5065687,0.13583082,0.49231875,0.12540966,0.5174616,0.140584,0.54490125,0.14226538,0.47912464,0.13987802,0.49910843,0.13422985,0.5051199,0.12628204,0.5204064,0.14026827,0.51254493,0.13759089,0.52122784,0.13231438,0.5113494,0.12652837,0.47610196,0.13119818,0.5000554,0.14434887,0.4864976,0.13999805,0.51250124,0.15552846,0.53910226,0.15868361,0.49895412,0.17217194,0.5209654,0.17108354,0.53587586,0.16704097,0.52782786,0.16165683,0.49492913,0.16595073,0.48211107,0.17224596,0.51087314,0.17007288,0.48232764,0.15648933,0.49870634,0.15927267,0.5097028,0.1617058,0.49411732,0.16521636,0.5079772,0.15329957,0.48978204,0.16637155,0.4989501,0.16426525,0.5007431,0.16404864,0.49520254,0.1690279,0.51388663,0.16133626,0.5038575,0.16083053,0.5069915,0.16784598,0.5272332,0.16381612,0.49209705,0.16423017,0.5268273,0.16344172,0.49666482,0.15747452,0.4590271,0.16551426,0.49786195,0.15903601,0.50309867,0.15635757,0.5532762,0.17144604
"Chasing the Dragons - Joel Cummins, Kris Myers, Andy Farag",2977.9032505636683,2485471.0446224515,1.3240945,27.821064,-1.3082264e-05,-0.00011168719,0.02092541,0.0066756113,132.51201923076923,0.50111,0.13295196,0.47201234,0.14224876,0.5134547,0.13710403,0.5506354,0.13781942,0.5050782,0.12924667,0.5176811,0.13927978,0.480162,0.13267826,0.52319795,0.14152919,0.51932657,0.13503738,0.5178114,0.13528258,0.5089594,0.14450881,0.5018949,0.13824825,0.49796802,0.14353782,0.48108184,0.14475253,0.50270474,0.14954214,0.51704925,0.13634552,0.48043627,0.13322511,0.49485117,0.1378709,0.54342204,0.1387318,0.4791026,0.1844767,0.49602932,0.16163774,0.46731907,0.16765678,0.5053383,0.16609207,0.49038,0.15664956,0.4985299,0.16069558,0.5004119,0.15242879,0.49957147,0.15377001,0.4954548,0.17694774,0.50827205,0.15935151,0.51345795,0.15887402,0.5619159,0.15801731,0.49509174,0.17236988,0.5345548,0.16945975,0.51160705,0.1530969,0.5546483,0.1569581,0.5081401,0.17099532,0.49807626,0.14894608,0.5143483,0.16404136,0.53019875,0.16320665,0.51395386,0.15825489,0.52392817,0.17090207,0.51041186,0.15374024,0.5050223,0.15686181,0.47236046,0.15424532,0.4780551,0.1620597,0.5547846,0.16214798,0.5277724,0.1559425,0.49591056,0.15187529
Chocolate Cookie Jam - An Jone,1798.621006446957,1848651.3404861283,1.0906621,32.188168,2.7055845e-05,-2.243726e-05,0.02840072,0.005989101,99.38401442307692,0.50156,0.13643724,0.53599375,0.13047199,0.49144346,0.14101134,0.46890947,0.13722776,0.5436907,0.13412493,0.53403336,0.12751673,0.49607247,0.12660868,0.5133404,0.12061623,0.49147898,0.13970204,0.44179276,0.14049765,0.4755324,0.13063316,0.4491492,0.1560187,0.5012282,0.1392748,0.51562786,0.13356096,0.45632255,0.14687042,0.4965894,0.13139004,0.44298515,0.13976404,0.4571359,0.13941501,0.47678313,0.14180318,0.5246851,0.16106811,0.49512592,0.15975443,0.51694095,0.15361807,0.5056517,0.16554329,0.5259443,0.16710758,0.47142458,0.1787701,0.5335518,0.16435981,0.53340733,0.16124168,0.5204317,0.16215256,0.50599873,0.16727234,0.4945735,0.16335753,0.48890823,0.16517603,0.47335044,0.1616201,0.54681194,0.15766679,0.4837225,0.16339374,0.5183356,0.16355827,0.53078175,0.16014667,0.5181876,0.15641001,0.5024585,0.16125982,0.5782639,0.16183631,0.51237196,0.15418413,0.5422146,0.15567155,0.53260946,0.16136162,0.5068981,0.1567653,0.4947521,0.16293581,0.5051586,0.15886195,0.53710103,0.16284715,0.50721264,0.16619474,0.5135412,0.16052464
Chocolate Cookie Jam - An Jone,2066.227006398858,1680958.5556662665,1.144345,33.62015,5.191886e-05,-4.354771e-05,0.028119523,0.005640737,99.38401442307692,0.5477139,0.13342819,0.50704676,0.13443184,0.53132683,0.13864382,0.5388102,0.13209246,0.54062337,0.1332501,0.56626636,0.140074,0.50479144,0.1533207,0.5362966,0.13724975,0.46654442,0.14545211,0.48952687,0.1307693,0.53207165,0.13117602,0.5019116,0.13176991,0.46316972,0.13147548,0.450433,0.13153836,0.47826245,0.13281281,0.49897367,0.1315083,0.5145762,0.14270575,0.4808153,0.13529116,0.48229963,0.12787005,0.482162,0.17064513,0.47874793,0.151498,0.49243316,0.1510663,0.51836205,0.1607691,0.51419413,0.15632406,0.5341246,0.16198573,0.49631697,0.16247568,0.4686965,0.16965023,0.51543176,0.15564327,0.49518594,0.15561129,0.5000254,0.17064384,0.4602379,0.15570426,0.4754222,0.1651803,0.50568306,0.1554554,0.4948895,0.16640723,0.5396133,0.16053164,0.5227357,0.15990694,0.5208738,0.16110057,0.5113815,0.16000915,0.5190152,0.1608173,0.51725113,0.15748218,0.5567836,0.15872107,0.5281838,0.16189936,0.4943734,0.15220448,0.48980063,0.16707508,0.4967238,0.15997359,0.4893059,0.15745178,0.4992071,0.1638089,0.51308095,0.15148242
Chocolate Cookie Jam - An Jone,1942.6996646728555,1085056.297435897,1.1507365,32.413345,2.1292142e-05,-4.0053284e-05,0.029533051,0.005748339,99.38401442307692,0.48917425,0.13393947,0.52475965,0.13569255,0.5208319,0.1402238,0.49244148,0.14724506,0.49708515,0.1389847,0.5235685,0.13262428,0.5052625,0.13041301,0.47331432,0.14682963,0.5101914,0.12528847,0.49671975,0.13441995,0.49554065,0.1400678,0.48329386,0.13459985,0.5029926,0.12245218,0.4920063,0.1309523,0.47156665,0.13522644,0.50708085,0.1469011,0.50692356,0.13688444,0.47602126,0.12864298,0.47840822,0.13108706,0.47678718,0.1594117,0.5188568,0.15733726,0.52755487,0.16709574,0.54602253,0.17278689,0.4906531,0.1689879,0.493388,0.16608648,0.52502674,0.16904776,0.49689895,0.15954515,0.53090864,0.15897149,0.525956,0.16757748,0.50914013,0.1583179,0.50449955,0.15327546,0.5263413,0.17527969,0.4856872,0.15910181,0.49048042,0.16874418,0.49455014,0.15737116,0.4945836,0.1624107,0.4860509,0.16780119,0.4889404,0.15833327,0.5204965,0.15859684,0.5018152,0.15301862,0.5114361,0.16838686,0.4806965,0.15824628,0.52223533,0.15949377,0.48370323,0.1533281,0.5514029,0.16681977,0.5054524,0.16206291,0.5218607,0.157715,0.48356143,0.16356845
Clean and Dance - An Jone,2685.995866823812,5596019.879727198,0.9403091,36.155815,3.4975306e-05,-3.7920217e-05,0.0289572,0.007901837,120.18531976744184,0.528829,0.1360701,0.49118155,0.14799245,0.47932753,0.12653397,0.5402096,0.13213895,0.50659776,0.1361556,0.49884713,0.13020796,0.50804096,0.12951885,0.49840075,0.13252525,0.51347834,0.13164465,0.51503336,0.12189043,0.46531004,0.14595458,0.52869284,0.13564396,0.5419455,0.12801936,0.5142279,0.12998053,0.49673966,0.124094516,0.51049006,0.13126257,0.547245,0.11945962,0.5231966,0.13657804,0.5205469,0.13609181,0.5281013,0.15889493,0.5107916,0.1669127,0.508633,0.16996233,0.52906907,0.1554497,0.4599239,0.1622063,0.5448235,0.15859044,0.48202124,0.17193449,0.5154204,0.16532156,0.5047712,0.15893254,0.46127588,0.16753265,0.48432,0.16105422,0.47958294,0.15798418,0.50491416,0.16652988,0.48636562,0.16240117,0.48852998,0.1544269,0.5234014,0.15404463,0.49794275,0.16677082,0.51246285,0.17111424,0.490722,0.1664089,0.51654434,0.16583264,0.49511737,0.1625007,0.5403831,0.16005614,0.52557135,0.17089963,0.5234248,0.16131571,0.54030704,0.16010544,0.513796,0.15985815,0.4860274,0.16329944,0.5132233,0.16498879,0.5244927,0.16479884
Clean and Dance - An Jone,2380.2190274858385,3418854.181933679,1.1586971,43.7053,5.423382e-05,-4.130346e-05,0.034754373,0.008391282,120.18531976744184,0.5184527,0.13883083,0.5116571,0.14486504,0.5146728,0.12804228,0.5003812,0.1351277,0.47870907,0.14818868,0.49398175,0.13547648,0.51324135,0.1494932,0.5195071,0.13250323,0.5048575,0.14932318,0.50573915,0.14648642,0.51549536,0.1359642,0.49612218,0.14780259,0.49813658,0.14701907,0.4816149,0.1383235,0.49366271,0.1480357,0.5257849,0.13271967,0.52298725,0.14191316,0.5091564,0.14855132,0.5324949,0.13477309,0.49292034,0.16858563,0.49625078,0.16662057,0.49310333,0.15780012,0.49674073,0.16482186,0.46559444,0.15964428,0.5177053,0.15876171,0.51236945,0.16086185,0.5222764,0.15258892,0.47114992,0.15596373,0.5084671,0.16408996,0.47573072,0.15638237,0.5033318,0.15124886,0.5090419,0.15924622,0.51060313,0.16019246,0.5139555,0.17181213,0.49314183,0.16454777,0.460015,0.16112638,0.5222105,0.15792163,0.5160471,0.16052994,0.48511562,0.15236326,0.52205795,0.15766336,0.51938117,0.15824981,0.4834041,0.15386966,0.45737758,0.16370316,0.49639353,0.15246704,0.47518045,0.16042672,0.49227744,0.16756162,0.5335077,0.16173181,0.51223075,0.16447173
Clean and Dance - An Jone,1618.7966935649094,3061794.9434659146,0.721607,25.990255,-1.8707182e-05,-5.9668764e-06,0.020204606,0.005046449,120.18531976744184,0.5103427,0.1408608,0.4928872,0.1333081,0.5264981,0.14726025,0.5136793,0.124367565,0.4878645,0.13613987,0.5494357,0.13617763,0.5118558,0.13452736,0.5384065,0.13484131,0.48288205,0.12982756,0.52388555,0.13453756,0.48638758,0.13245961,0.47394675,0.1407221,0.5119936,0.14414774,0.5156151,0.14337261,0.48796636,0.13353987,0.5161952,0.143167,0.50153255,0.13167761,0.5053151,0.13523048,0.51433545,0.1319033,0.5059043,0.15746412,0.4950102,0.16407652,0.48198467,0.15388432,0.50192213,0.16303588,0.54027003,0.16308758,0.49224085,0.16320044,0.4971358,0.17074935,0.5053654,0.16594297,0.49937803,0.16230562,0.5117446,0.15886101,0.52643573,0.15557456,0.52546054,0.1651881,0.5328153,0.16613445,0.48132974,0.16151793,0.53951156,0.16292003,0.48221213,0.15772282,0.466577,0.15751687,0.45879126,0.16219795,0.4881441,0.16412337,0.47505084,0.1538729,0.48961133,0.16525087,0.48645148,0.16254406,0.48303896,0.16098444,0.52638227,0.1686003,0.53763235,0.15935211,0.49531227,0.16156188,0.5123104,0.1624083,0.4947521,0.1539313,0.5056259,0.16944602
Commander Impulse - DivKid,2763.9019938631327,4918572.86728524,0.6672806,26.66673,-4.8353973e-05,3.4267217e-05,0.03010981,0.0019574163,198.76802884615384,0.49029034,0.14364295,0.5121934,0.13442685,0.4990097,0.15035458,0.48848453,0.13775091,0.5342003,0.13087001,0.49005795,0.13066699,0.51403934,0.12740907,0.49101314,0.1435761,0.501909,0.12609127,0.4754287,0.13484342,0.5067501,0.13273343,0.5230873,0.13811821,0.49456766,0.13193272,0.4577244,0.13016433,0.5165594,0.13264799,0.50873697,0.1288389,0.48359585,0.13177505,0.5007374,0.12904046,0.48394004,0.13118924,0.50633943,0.16389968,0.49330693,0.1656599,0.5021502,0.15925325,0.51599944,0.16562012,0.523914,0.16358632,0.5130358,0.15409262,0.50558114,0.15591036,0.48727608,0.15828729,0.516295,0.16685352,0.5090996,0.15597853,0.5010318,0.14952305,0.5096983,0.16653371,0.48193663,0.1697155,0.49522465,0.1564959,0.48558682,0.1580094,0.50651866,0.15694246,0.4825614,0.16329502,0.4966031,0.15934184,0.48793182,0.16660337,0.4972291,0.16669929,0.5372947,0.16761275,0.49946752,0.16392545,0.50767773,0.16022797,0.51859915,0.1530951,0.5232238,0.16384909,0.5208651,0.16059506,0.5357812,0.1655972,0.4542405,0.15304336,0.4803756,0.15349284
Commander Impulse - DivKid,2878.7856095934867,1850079.758498484,0.9013739,25.280695,-2.915021e-05,-8.445114e-05,0.027060702,0.001810233,97.50884433962264,0.4818776,0.13215011,0.517381,0.13137898,0.57051694,0.14163631,0.450809,0.13587411,0.52221143,0.14928024,0.5164415,0.13525683,0.52470225,0.14010665,0.51655686,0.13334021,0.49395344,0.14297034,0.51137334,0.12824778,0.50745076,0.13683137,0.51003885,0.13533002,0.4960127,0.14079809,0.51347667,0.13892227,0.49682993,0.13385178,0.48714745,0.13985494,0.49721926,0.13700949,0.5460361,0.14234623,0.49542814,0.13216512,0.49142075,0.15657432,0.4993388,0.16681021,0.53137016,0.15836605,0.5214628,0.16030593,0.51865405,0.17238441,0.4934043,0.16778907,0.4875291,0.16431765,0.4936375,0.14708425,0.5028106,0.16035463,0.46839714,0.15820849,0.51815265,0.1703451,0.5098767,0.16787606,0.5312296,0.15921506,0.52725255,0.16484249,0.5249346,0.14734738,0.51852256,0.158314,0.528721,0.16224137,0.52399576,0.16390814,0.5156392,0.15108208,0.50437725,0.15225533,0.5074469,0.15718849,0.52017903,0.16347766,0.5129186,0.15943675,0.4894814,0.15273862,0.46536446,0.15753259,0.49797335,0.15967695,0.49626827,0.16613714,0.51156807,0.1516268,0.49387416,0.16977578
Commander Impulse - DivKid,2969.925548639279,3657666.056033778,0.6860403,19.435616,-2.813015e-05,-3.493822e-05,0.021056402,0.0017429864,97.50884433962264,0.4924845,0.1306992,0.5314799,0.1353262,0.4963053,0.13520595,0.53368545,0.13718748,0.5254582,0.13077872,0.5024388,0.13388266,0.4999274,0.13414493,0.5026897,0.13551068,0.50970924,0.13275723,0.50853735,0.1294758,0.5069372,0.13443966,0.4472112,0.12694737,0.5144175,0.13470939,0.4668905,0.13791125,0.54753685,0.13378724,0.5187012,0.14291792,0.49098346,0.14298885,0.5106644,0.14060456,0.51593804,0.14096397,0.5149407,0.16908762,0.47964972,0.1557434,0.5108658,0.16464277,0.47352552,0.1590844,0.5539814,0.16521473,0.49606055,0.16511855,0.5030283,0.16565421,0.5157421,0.15311262,0.5315846,0.1552374,0.50292337,0.16124307,0.5105394,0.16298783,0.5121739,0.15380011,0.5134285,0.15476875,0.5189807,0.16559145,0.5095003,0.16478729,0.4912892,0.15521404,0.5275458,0.14925286,0.49722844,0.16253701,0.4986864,0.1627802,0.4856336,0.16304691,0.50984347,0.16404326,0.5248455,0.1613483,0.51991403,0.15113696,0.5072819,0.15729737,0.5132717,0.16620661,0.52418315,0.1618428,0.50917447,0.1659077,0.5044611,0.16710871,0.52268505,0.16235606
Cosmic Drift - DivKid,2301.1208124801483,5359527.503257966,0.7160214,32.21399,-0.00011370701,3.9604172e-05,0.03009001,0.0046815537,112.34714673913044,0.47245643,0.13317402,0.5097181,0.16627087,0.4963052,0.14155856,0.51612335,0.13249318,0.49809876,0.14099495,0.499459,0.1369153,0.49180546,0.13045983,0.46556422,0.14347434,0.47864583,0.13831078,0.48763758,0.13142647,0.51918447,0.14570522,0.462418,0.1352733,0.48910987,0.13166708,0.49564138,0.13645929,0.51390594,0.13991114,0.5093824,0.13989045,0.5085353,0.13683099,0.49287733,0.14491329,0.48350036,0.14643836,0.51471674,0.16240394,0.49948254,0.15586734,0.5369665,0.18274544,0.5238752,0.17583787,0.4856164,0.15870391,0.51236784,0.16532555,0.49114427,0.1589383,0.52808344,0.16073628,0.46254236,0.1627888,0.5288868,0.15829995,0.48859516,0.16202767,0.495152,0.16310167,0.5300211,0.1692668,0.49317232,0.16278979,0.49526566,0.15320747,0.45154008,0.15554878,0.50519776,0.16241409,0.48310566,0.16207829,0.47479954,0.18348491,0.5174984,0.1569002,0.50735974,0.17873618,0.50032157,0.15675965,0.5079474,0.1561024,0.4943025,0.16464931,0.48070058,0.15842144,0.4769457,0.14974324,0.49645185,0.15328915,0.5363621,0.16193216,0.49169317,0.16915937
Cosmic Drift - DivKid,2554.3699384565725,6261661.080162311,0.6071644,23.500326,-9.619707e-05,4.732826e-05,0.022514326,0.003907916,112.34714673913044,0.49700218,0.12992495,0.46815452,0.13557443,0.5460905,0.13513932,0.48799378,0.16196004,0.49511126,0.13119154,0.5443437,0.12852457,0.50538933,0.14589499,0.49342236,0.14458354,0.5092842,0.12983543,0.4775105,0.13258184,0.4870854,0.13146123,0.4985738,0.14325096,0.5047919,0.12762566,0.5033082,0.13167813,0.48373395,0.13611628,0.47725078,0.13797607,0.5319387,0.1311635,0.45484498,0.13898179,0.5109027,0.14273201,0.4746523,0.1574088,0.5106901,0.15615205,0.4592858,0.18250984,0.49717316,0.17568347,0.42747554,0.16127005,0.44861117,0.16182825,0.4805099,0.16754258,0.5273098,0.1601868,0.5202005,0.1565333,0.5016676,0.15550461,0.4772492,0.16824591,0.49597558,0.15627125,0.4771123,0.16204998,0.49365902,0.15867022,0.51052237,0.16897927,0.50995886,0.15260196,0.5025176,0.15990739,0.43914634,0.15488471,0.49092263,0.15178409,0.48967305,0.15821254,0.4964839,0.14335854,0.4801353,0.16145232,0.4755203,0.16379401,0.5085352,0.15970775,0.50133234,0.16804755,0.49976653,0.15323123,0.472591,0.16711572,0.47099343,0.17324236,0.4658719,0.16496532
County Lines - Telecasted,1563.9820331387884,1427717.5535881452,1.1492184,42.80411,-5.1461075e-07,0.00012481093,0.033798855,0.0084350575,112.34714673913044,0.5069179,0.14035161,0.51300293,0.13132688,0.55609524,0.13051063,0.537668,0.13499853,0.4943244,0.14041175,0.50259423,0.12939343,0.4886674,0.14442578,0.5040553,0.13955481,0.5467803,0.13367458,0.45788687,0.12712766,0.50591636,0.1349352,0.49475434,0.1435242,0.5048749,0.14038143,0.50296885,0.131943,0.5011033,0.13373557,0.49114534,0.14269361,0.47924954,0.14448133,0.48424447,0.13471095,0.4980801,0.1359167,0.4973995,0.15603253,0.502231,0.16176233,0.53477895,0.16038832,0.4873666,0.15399912,0.5328193,0.16179314,0.5225767,0.15532637,0.51531875,0.1667252,0.4997506,0.17415419,0.50638473,0.16614532,0.51647586,0.15983579,0.52345705,0.16468945,0.54155135,0.16176999,0.50562793,0.15433803,0.4822197,0.16314986,0.49854404,0.15700528,0.4900442,0.15643767,0.51318073,0.1495985,0.53365135,0.17050083,0.5267519,0.15210834,0.4951311,0.15512726,0.50413674,0.15198171,0.48930866,0.16396327,0.485231,0.1571916,0.49487525,0.16474922,0.4915964,0.1450088,0.4575654,0.16525425,0.46015424,0.16112895,0.48085442,0.17173952,0.5012428,0.16113532
