Dreaming On (Instrumental) - NEFFEX,"[-0.0032813  -0.00492586  0.00339578 ...  0.04387402  0.05384142
  0.03581992]"
Dreaming On - NEFFEX,"[-2.2829036e-04 -6.5279892e-05 -9.1973657e-04 ... -3.9897684e-02
 -3.3008508e-02 -2.1322046e-03]"
Dreaming On - NEFFEX,"[ 0.07765467 -0.22593078 -0.14611615 ... -0.01365739 -0.02621523
  0.01350902]"
Drifting at 432 Hz - Unicorn Heads,"[-3.2804146e-05 -4.9960854e-05 -3.3949589e-05 ... -4.0019337e-02
 -4.2304974e-02 -4.4490244e-02]"
Drifting at 432 Hz - Unicorn Heads,"[-0.03903163 -0.03701513 -0.03494594 ... -0.03659454 -0.04056379
 -0.04513905]"
Drifting at 432 Hz - Unicorn Heads,"[ 0.01589986  0.00201965 -0.00415152 ... -0.00522207 -0.00801642
 -0.0122037 ]"
Drifting at 432 Hz - Unicorn Heads,"[-0.0294006  -0.01642627 -0.00951263 ... -0.01751131 -0.02805511
 -0.04512541]"
Drifting at 432 Hz - Unicorn Heads,"[-0.05594518 -0.04514866 -0.0375452  ...  0.00199836  0.00268513
  0.00221358]"
Drifting at 432 Hz - Unicorn Heads,"[ 0.00358044  0.00397999  0.00367533 ... -0.01499404 -0.01531341
 -0.02166838]"
Drifting at 432 Hz - Unicorn Heads,"[-0.02145967 -0.01487401 -0.01335858 ...  0.02112781  0.02501516
  0.03565344]"
Drifting at 432 Hz - Unicorn Heads,"[ 0.07216012  0.06407665  0.06063746 ... -0.0076831  -0.00818702
 -0.00545447]"
Drifting at 432 Hz - Unicorn Heads,[0.02534967 0.02742806 0.0323228  ... 0.01892217 0.02101242 0.03345106]
Drifting at 432 Hz - Unicorn Heads,[0.06186882 0.05526699 0.05737299 ... 0.00346839 0.00330478 0.00440969]
Drifting at 432 Hz - Unicorn Heads,[0.01327138 0.01951242 0.02591375 ... 0.00842787 0.01063139 0.01647307]
Drifting at 432 Hz - Unicorn Heads,[0.02982886 0.02515397 0.02409201 ... 0.00015118 0.00047396 0.00125452]
Drifting at 432 Hz - Unicorn Heads,"[-0.0723539  -0.06774638 -0.06374154 ...  0.0254992   0.03141341
  0.04047183]"
Drifting at 432 Hz - Unicorn Heads,[0.01439675 0.00965874 0.00533296 ... 0.01598593 0.01809897 0.02148057]
Drifting at 432 Hz - Unicorn Heads,[0.01888815 0.01165568 0.006423   ... 0.0021022  0.00568085 0.01000977]
Drifting at 432 Hz - Unicorn Heads,[0.03444498 0.03128802 0.02828038 ... 0.         0.         0.        ]
Drifting at 432 Hz - Unicorn Heads,"[ 0.02980158  0.02412328  0.01978862 ... -0.02751486 -0.02418297
 -0.02094928]"
Drifting at 432 Hz - Unicorn Heads,"[-0.01704605 -0.01137238 -0.00769366 ... -0.01933236 -0.02218577
 -0.02437236]"
Drifting at 432 Hz - Unicorn Heads,"[-0.03470271 -0.03422846 -0.03330145 ... -0.03500353 -0.03562251
 -0.03584051]"
Drifting at 432 Hz - Unicorn Heads,"[-0.06488717 -0.05869034 -0.0525109  ... -0.00326124 -0.00550002
 -0.00836383]"
Drifting at 432 Hz - Unicorn Heads,"[-0.01451423 -0.01256865 -0.01087156 ...  0.00965882  0.00491631
 -0.0030311 ]"
Drifting at 432 Hz - Unicorn Heads,"[-0.04764227 -0.04379943 -0.04116725 ...  0.03534854  0.03447889
  0.02984255]"
Drifting at 432 Hz - Unicorn Heads,"[-0.02653329 -0.02352203 -0.02264348 ...  0.0265505   0.02146558
  0.01838854]"
Duh Fuse - French Fuse,"[-1.9103228e-18  1.6098424e-10  3.3088776e-10 ... -6.2244929e-02
 -3.8328901e-02 -4.7481384e-02]"
Dulce Reggaeton - An Jone,"[-4.4798812e-06  5.6229751e-06 -9.0822346e-07 ...  3.1905645e-01
  3.1940576e-01  3.5255730e-01]"
Dulce Reggaeton - An Jone,[0.67768294 0.6453179  0.63096476 ... 0.3035415  0.30887744 0.34482008]
Dulce Reggaeton - An Jone,[0.55862755 0.5356049  0.5208699  ... 0.03964509 0.03541964 0.06383687]
Dusty Rhymes - Freedom Trail Studio,"[-3.6059450e-06 -2.0129586e-05  3.0226498e-05 ...  8.2252994e-03
  1.8697107e-02  1.3057753e-02]"
Dusty Rhymes - Freedom Trail Studio,[0.00015147 0.0003144  0.00066366 ... 0.12292803 0.02789434 0.13353154]
Early Avril - Unicorn Heads,[0.         0.         0.         ... 0.01093808 0.0105596  0.01289841]
Early Avril - Unicorn Heads,"[ 0.00968141  0.00768847  0.00941123 ... -0.00953355 -0.00635815
 -0.0119918 ]"
Early Avril - Unicorn Heads,"[-0.02323997 -0.01889671 -0.01624787 ... -0.00715282 -0.0045183
 -0.00700755]"
Early Avril - Unicorn Heads,"[-0.01155096 -0.00816378 -0.0079271  ... -0.01360719 -0.00942234
 -0.00530304]"
Early Avril - Unicorn Heads,"[ 0.00534586  0.00851427  0.0107132  ... -0.02147483 -0.03097531
 -0.0485308 ]"
Early Avril - Unicorn Heads,"[-0.05004669 -0.04773936 -0.04747538 ...  0.11167698  0.1248585
  0.1369939 ]"
Early Avril - Unicorn Heads,[0.05870383 0.04667762 0.03337719 ... 0.01443281 0.0157559  0.01344162]
Early Avril - Unicorn Heads,"[-0.0285912  -0.01751451 -0.01109922 ... -0.00959457 -0.0137908
 -0.02077145]"
Early Oceans - Freedom Trail Studio,"[-1.25965528e-06 -2.17793131e-05  2.56838684e-05 ... -3.47960889e-02
 -2.35576201e-02 -1.45187685e-02]"
Early Oceans - Freedom Trail Studio,"[ 0.07796656  0.06218952  0.06716721 ... -0.06148759 -0.06135672
 -0.09151152]"
Earth Appears - Brian Bolger,"[ 0.          0.          0.         ... -0.05487829 -0.05661603
 -0.05114261]"
Earth Appears - Brian Bolger,"[ 0.03866391  0.03518422  0.03490859 ... -0.02183139 -0.01499454
 -0.04239557]"
El Secreto - Yung Logos,"[-5.8795167e-06  5.0121866e-08 -7.7825516e-06 ... -7.5676732e-02
 -1.0056334e-01 -1.3658406e-01]"
El Secreto - Yung Logos,"[-0.13226587 -0.12743913 -0.1305619  ...  0.08114579  0.06510612
  0.06967086]"
El Secreto - Yung Logos,"[ 0.0267753   0.00062009 -0.01716386 ... -0.04618819 -0.06506277
 -0.08607221]"
Enough - NEFFEX,"[-7.1587223e-05  2.2887669e-05  6.2352501e-06 ...  6.4827889e-02
  4.9555551e-02  3.8255773e-02]"
Enough - NEFFEX,"[ 0.02759929  0.02555822  0.01245676 ... -0.1221311  -0.09794033
 -0.09565636]"
Erev Shel Shoshanim - E's Jammy Jams,"[ 0.          0.          0.         ...  0.0024722   0.00276232
 -0.00862263]"
Erev Shel Shoshanim - E's Jammy Jams,"[-0.02847854 -0.02864039 -0.03758625 ... -0.04067335 -0.04679769
 -0.05587561]"
Erev Shel Shoshanim - E's Jammy Jams,"[-0.01251112 -0.01176547 -0.014139   ...  0.00345961  0.00307187
  0.01014245]"
Escapism - Yung Logos,"[-0.00208033 -0.00220242 -0.00208095 ...  0.03924917  0.03413982
  0.03866687]"
Escapism - Yung Logos,"[ 0.04970711  0.0449554   0.04938887 ... -0.07438456 -0.05427172
 -0.1052029 ]"
Escapism - Yung Logos,"[-0.1960374  -0.12446672 -0.09642696 ... -0.02738259 -0.01982926
 -0.02348547]"
Escapism - Yung Logos,"[-0.04057126 -0.04207237 -0.04812814 ... -0.02839444 -0.00977858
 -0.03143035]"
